api_id,module_id,package,class_name,method_name,api_type,priority,android_api_level,description_cn,harmony_mapping,mapping_difficulty,adapt_route,estimated_hours,adapter_project,status,notes
P0-1633,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGenfv,method,P0,,GL11ExtensionPack.glGetTexGenfv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1634,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGenfv,method,P0,,GL11ExtensionPack.glGetTexGenfv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1635,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGeniv,method,P0,,GL11ExtensionPack.glGetTexGeniv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1636,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGeniv,method,P0,,GL11ExtensionPack.glGetTexGeniv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1637,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGenxv,method,P0,,GL11ExtensionPack.glGetTexGenxv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1638,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGenxv,method,P0,,GL11ExtensionPack.glGetTexGenxv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1639,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glIsFramebufferOES,method,P0,,GL11ExtensionPack.glIsFramebufferOES(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1640,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glIsRenderbufferOES,method,P0,,GL11ExtensionPack.glIsRenderbufferOES(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1641,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glRenderbufferStorageOES,method,P0,,GL11ExtensionPack.glRenderbufferStorageOES(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1642,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glStencilOp,method,P0,,GL11ExtensionPack.glStencilOp(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1643,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvf,method,P0,,GL11ExtensionPack.glTexEnvf(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1644,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvfv,method,P0,,GL11ExtensionPack.glTexEnvfv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1645,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvfv,method,P0,,GL11ExtensionPack.glTexEnvfv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1646,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvx,method,P0,,GL11ExtensionPack.glTexEnvx(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1647,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvxv,method,P0,,GL11ExtensionPack.glTexEnvxv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1648,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvxv,method,P0,,GL11ExtensionPack.glTexEnvxv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1649,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGenf,method,P0,,GL11ExtensionPack.glTexGenf(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1650,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGenfv,method,P0,,GL11ExtensionPack.glTexGenfv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1651,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGenfv,method,P0,,GL11ExtensionPack.glTexGenfv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1652,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGeni,method,P0,,GL11ExtensionPack.glTexGeni(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1653,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGeniv,method,P0,,GL11ExtensionPack.glTexGeniv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1654,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGeniv,method,P0,,GL11ExtensionPack.glTexGeniv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1655,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGenx,method,P0,,GL11ExtensionPack.glTexGenx(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1656,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGenxv,method,P0,,GL11ExtensionPack.glTexGenxv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1657,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGenxv,method,P0,,GL11ExtensionPack.glTexGenxv(),待分析,3,passthrough,,13X-00,auto-filled,
P0-1658,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexParameterf,method,P0,,GL11ExtensionPack.glTexParameterf(),待分析,3,passthrough,,13X-00,auto-filled,
P1-0001,M03,android.graphics,Bitmap,CREATOR,field,P1,,Bitmap.CREATOR 常量/字段,image.PixelMap 对应常量,2,adapter,,13X-03,auto-filled,
P1-0002,M03,android.graphics,Bitmap,DENSITY_NONE,field,P1,,Bitmap.DENSITY_NONE 常量/字段,image.PixelMap 对应常量,2,adapter,,13X-03,auto-filled,
P1-0003,M03,android.graphics,Bitmap,asShared,method,P1,,Bitmap.asShared(),image.PixelMap.asShared() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0004,M03,android.graphics,Bitmap,compress,method,P1,,压缩位图为指定格式,ImagePacker.packing(),2,adapter,4,13X-03,planned,图像编码
P1-0005,M03,android.graphics,Bitmap,copy,method,P1,,复制位图,PixelMap.clone(),1,adapter,2,13X-03,planned,位图复制
P1-0006,M03,android.graphics,Bitmap,copyPixelsFromBuffer,method,P1,,Bitmap.copyPixelsFromBuffer(),image.PixelMap.copyPixelsFromBuffer() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0007,M03,android.graphics,Bitmap,copyPixelsToBuffer,method,P1,,Bitmap.copyPixelsToBuffer(),image.PixelMap.copyPixelsToBuffer() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0008,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建位图,PixelMap.create(),2,adapter,4,13X-03,planned,图像处理
P1-0009,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0010,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0011,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0012,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0013,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0014,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0015,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0016,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0017,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0018,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0019,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0020,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0021,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0022,M03,android.graphics,Bitmap,createBitmap,method,P1,,创建Bitmap,image.PixelMap.createBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0023,M03,android.graphics,Bitmap,createScaledBitmap,method,P1,,创建ScaledBitmap,image.PixelMap.createScaledBitmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0024,M03,android.graphics,Bitmap,describeContents,method,P1,,Bitmap.describeContents(),image.PixelMap.describeContents() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0025,M03,android.graphics,Bitmap,eraseColor,method,P1,,Bitmap.eraseColor(),image.PixelMap.eraseColor() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0026,M03,android.graphics,Bitmap,eraseColor,method,P1,,Bitmap.eraseColor(),image.PixelMap.eraseColor() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0027,M03,android.graphics,Bitmap,extractAlpha,method,P1,,Bitmap.extractAlpha(),image.PixelMap.extractAlpha() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0028,M03,android.graphics,Bitmap,extractAlpha,method,P1,,Bitmap.extractAlpha(),image.PixelMap.extractAlpha() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0029,M03,android.graphics,Bitmap,getAllocationByteCount,method,P1,,获取AllocationByteCount,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0030,M03,android.graphics,Bitmap,getByteCount,method,P1,,获取ByteCount,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0031,M03,android.graphics,Bitmap,getColor,method,P1,,获取Color,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0032,M03,android.graphics,Bitmap,getColorSpace,method,P1,,获取ColorSpace,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0033,M03,android.graphics,Bitmap,getConfig,method,P1,,获取Config,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0034,M03,android.graphics,Bitmap,getDensity,method,P1,,获取Density,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0035,M03,android.graphics,Bitmap,getGainmap,method,P1,,获取Gainmap,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0036,M03,android.graphics,Bitmap,getGenerationId,method,P1,,获取GenerationId,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0037,M03,android.graphics,Bitmap,getHardwareBuffer,method,P1,,获取HardwareBuffer,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0038,M03,android.graphics,Bitmap,getHeight,method,P1,,获取位图高度,PixelMap.height,1,adapter,2,13X-03,planned,图像属性
P1-0039,M03,android.graphics,Bitmap,getNinePatchChunk,method,P1,,获取NinePatchChunk,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0040,M03,android.graphics,Bitmap,getPixel,method,P1,,获取指定像素颜色,PixelMap.readPixels(),1,adapter,2,13X-03,planned,像素访问
P1-0041,M03,android.graphics,Bitmap,getPixels,method,P1,,获取Pixels,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0042,M03,android.graphics,Bitmap,getRowBytes,method,P1,,获取RowBytes,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0043,M03,android.graphics,Bitmap,getScaledHeight,method,P1,,获取ScaledHeight,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0044,M03,android.graphics,Bitmap,getScaledHeight,method,P1,,获取ScaledHeight,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0045,M03,android.graphics,Bitmap,getScaledHeight,method,P1,,获取ScaledHeight,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0046,M03,android.graphics,Bitmap,getScaledWidth,method,P1,,获取ScaledWidth,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0047,M03,android.graphics,Bitmap,getScaledWidth,method,P1,,获取ScaledWidth,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0048,M03,android.graphics,Bitmap,getScaledWidth,method,P1,,获取ScaledWidth,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0049,M03,android.graphics,Bitmap,getWidth,method,P1,,获取位图宽度,PixelMap.width,1,adapter,2,13X-03,planned,图像属性
P1-0050,M03,android.graphics,Bitmap,hasAlpha,method,P1,,判断是否有Alpha,image.PixelMap.hasAlpha() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0051,M03,android.graphics,Bitmap,hasGainmap,method,P1,,判断是否有Gainmap,image.PixelMap.hasGainmap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0052,M03,android.graphics,Bitmap,hasMipMap,method,P1,,判断是否有MipMap,image.PixelMap.hasMipMap() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0053,M03,android.graphics,Bitmap,isMutable,method,P1,,判断是否Mutable,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0054,M03,android.graphics,Bitmap,isPremultiplied,method,P1,,判断是否Premultiplied,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0055,M03,android.graphics,Bitmap,isRecycled,method,P1,,判断是否Recycled,image.PixelMap 对应属性读取,2,adapter,,13X-03,auto-filled,
P1-0056,M03,android.graphics,Bitmap,prepareToDraw,method,P1,,Bitmap.prepareToDraw(),image.PixelMap.prepareToDraw() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0057,M03,android.graphics,Bitmap,reconfigure,method,P1,,Bitmap.reconfigure(),image.PixelMap.reconfigure() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0058,M03,android.graphics,Bitmap,recycle,method,P1,,释放位图内存,PixelMap.release(),1,adapter,2,13X-03,planned,内存回收
P1-0059,M03,android.graphics,Bitmap,sameAs,method,P1,,Bitmap.sameAs(),image.PixelMap.sameAs() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0060,M03,android.graphics,Bitmap,setColorSpace,method,P1,,设置ColorSpace,image.PixelMap 对应属性设置,2,adapter,,13X-03,auto-filled,
P1-0061,M03,android.graphics,Bitmap,setConfig,method,P1,,设置Config,image.PixelMap 对应属性设置,2,adapter,,13X-03,auto-filled,
P1-0062,M03,android.graphics,Bitmap,setDensity,method,P1,,设置Density,image.PixelMap 对应属性设置,2,adapter,,13X-03,auto-filled,
P1-0063,M03,android.graphics,Bitmap,setGainmap,method,P1,,设置Gainmap,image.PixelMap 对应属性设置,2,adapter,,13X-03,auto-filled,
P1-0064,M03,android.graphics,Bitmap,setHasAlpha,method,P1,,设置HasAlpha,image.PixelMap 对应属性设置,2,adapter,,13X-03,auto-filled,
P1-0065,M03,android.graphics,Bitmap,setHasMipMap,method,P1,,设置HasMipMap,image.PixelMap 对应属性设置,2,adapter,,13X-03,auto-filled,
P1-0066,M03,android.graphics,Bitmap,setHeight,method,P1,,设置Height,image.PixelMap 对应属性设置,2,adapter,,13X-03,auto-filled,
P1-0067,M03,android.graphics,Bitmap,setPixel,method,P1,,设置指定像素颜色,PixelMap.writePixels(),1,adapter,2,13X-03,planned,像素修改
P1-0068,M03,android.graphics,Bitmap,setPixels,method,P1,,设置Pixels,image.PixelMap 对应属性设置,2,adapter,,13X-03,auto-filled,
P1-0069,M03,android.graphics,Bitmap,setPremultiplied,method,P1,,设置Premultiplied,image.PixelMap 对应属性设置,2,adapter,,13X-03,auto-filled,
P1-0070,M03,android.graphics,Bitmap,setWidth,method,P1,,设置Width,image.PixelMap 对应属性设置,2,adapter,,13X-03,auto-filled,
P1-0071,M03,android.graphics,Bitmap,wrapHardwareBuffer,method,P1,,Bitmap.wrapHardwareBuffer(),image.PixelMap.wrapHardwareBuffer() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0072,M03,android.graphics,Bitmap,writeToParcel,method,P1,,Bitmap.writeToParcel(),image.PixelMap.writeToParcel() 对应方法,3,adapter,,13X-03,auto-filled,
P1-0073,M03,android.graphics,BitmapFactory,decodeFile,method,P1,1,从文件解码位图,ImageSource.createPixelMap(),2,adapter,4,13X-03,planned,图像加载
P1-0074,M03,android.graphics,BitmapFactory,decodeResource,method,P1,1,从资源解码位图,ResourceManager.getPixelMap(),2,adapter,4,13X-03,planned,资源图像
P1-0075,M03,android.graphics,BitmapFactory,decodeStream,method,P1,1,从流解码位图,ImageSource.createFromStream(),2,adapter,4,13X-03,planned,流式图像
P1-0076,M03,android.graphics,Canvas,clipRect,method,P1,1,裁剪画布区域,Canvas.clipRect(),1,adapter,2,13X-03,planned,裁剪
P1-0077,M03,android.graphics,Canvas,drawArc,method,P1,1,绘制弧形,Canvas.drawArc(),1,adapter,2,13X-03,planned,弧形绘制
P1-0078,M03,android.graphics,Canvas,drawBitmap,method,P1,1,绘制位图到画布,Canvas.drawImage(),1,adapter,2,13X-03,planned,图像绘制
P1-0079,M03,android.graphics,Canvas,drawCircle,method,P1,1,绘制圆形,Canvas.drawCircle(),1,adapter,2,13X-03,planned,图形绘制
P1-0080,M03,android.graphics,Canvas,drawLine,method,P1,1,绘制线条,Canvas.drawLine(),1,adapter,2,13X-03,planned,图形绘制
P1-0081,M03,android.graphics,Canvas,drawPath,method,P1,1,绘制路径,Canvas.drawPath(),1,adapter,2,13X-03,planned,路径绘制
P1-0082,M03,android.graphics,Canvas,drawRect,method,P1,1,绘制矩形,Canvas.drawRect(),1,adapter,2,13X-03,planned,图形绘制
P1-0083,M03,android.graphics,Canvas,drawText,method,P1,1,绘制文本,Canvas.drawText(),1,adapter,2,13X-03,planned,图形绘制
P1-0084,M03,android.graphics,Canvas,restore,method,P1,1,恢复画布状态,Canvas.restore(),1,adapter,2,13X-03,planned,画布状态
P1-0085,M03,android.graphics,Canvas,rotate,method,P1,1,旋转画布坐标,Canvas.rotate(),1,adapter,2,13X-03,planned,坐标变换
P1-0086,M03,android.graphics,Canvas,save,method,P1,1,保存画布状态,Canvas.save(),1,adapter,2,13X-03,planned,画布状态
P1-0087,M03,android.graphics,Canvas,scale,method,P1,1,缩放画布坐标,Canvas.scale(),1,adapter,2,13X-03,planned,坐标变换
P1-0088,M03,android.graphics,Canvas,translate,method,P1,1,平移画布坐标,Canvas.translate(),1,adapter,2,13X-03,planned,坐标变换
P1-0089,M03,android.graphics,Color,rgb,method,P1,1,创建RGB颜色,Color.rgb(),1,adapter,2,13X-03,planned,颜色管理
P1-0090,M03,android.graphics,Matrix,postConcat,method,P1,1,矩阵后乘,Matrix4.multiply(),2,adapter,4,13X-03,planned,矩阵运算
P1-0091,M03,android.graphics,Matrix,setRotate,method,P1,1,设置旋转矩阵,Matrix4.rotate(),1,adapter,2,13X-03,planned,矩阵变换
P1-0092,M03,android.graphics,Matrix,setScale,method,P1,1,设置缩放矩阵,Matrix4.scale(),1,adapter,2,13X-03,planned,矩阵变换
P1-0093,M03,android.graphics,Matrix,setTranslate,method,P1,1,设置平移矩阵,Matrix4.translate(),1,adapter,2,13X-03,planned,矩阵变换
P1-0094,M03,android.graphics,Paint,measureText,method,P1,1,测量文本宽度,measure.measureText(),2,adapter,4,13X-03,planned,文本测量
P1-0095,M03,android.graphics,Paint,setAntiAlias,method,P1,1,设置抗锯齿,Paint.antiAlias,1,adapter,2,13X-03,planned,渲染质量
P1-0096,M03,android.graphics,Paint,setColor,method,P1,1,设置画笔颜色,Paint.color,1,adapter,2,13X-03,planned,颜色设置
P1-0097,M03,android.graphics,Paint,setPaint,method,P1,1,设置绘制样式,Paint属性,1,adapter,2,13X-03,planned,图形属性
P1-0098,M03,android.graphics,Paint,setStrokeWidth,method,P1,1,设置描边宽度,Paint.strokeWidth,1,adapter,2,13X-03,planned,描边样式
P1-0099,M03,android.graphics,Paint,setStyle,method,P1,1,设置画笔样式(填充/描边),Paint.style,1,adapter,2,13X-03,planned,绘制模式
P1-0100,M03,android.graphics,Paint,setTextSize,method,P1,1,设置文本大小,Paint.fontSize,1,adapter,2,13X-03,planned,文本样式
P1-0101,M03,android.graphics,Paint,setTypeface,method,P1,1,设置字体,Paint.fontFamily,1,adapter,2,13X-03,planned,字体设置
P1-0102,M03,android.graphics,Path,close,method,P1,1,闭合路径,Path.closePath(),1,adapter,2,13X-03,planned,路径闭合
P1-0103,M03,android.graphics,Path,cubicTo,method,P1,1,画三阶贝塞尔曲线,Path.bezierCurveTo(),1,adapter,2,13X-03,planned,曲线路径
P1-0104,M03,android.graphics,Path,lineTo,method,P1,1,画直线到指定点,Path.lineTo(),1,adapter,2,13X-03,planned,路径操作
P1-0105,M03,android.graphics,Path,moveTo,method,P1,1,移动路径起点,Path.moveTo(),1,adapter,2,13X-03,planned,路径操作
P1-0106,M03,android.graphics,Path,quadTo,method,P1,1,画二阶贝塞尔曲线,Path.quadraticCurveTo(),1,adapter,2,13X-03,planned,曲线路径
P1-0107,M03,android.graphics,Point,Point,constructor,P1,1,创建点坐标,Point类,1,adapter,2,13X-03,planned,几何数据
P1-0108,M03,android.graphics,PointF,PointF,constructor,P1,1,创建浮点点坐标,Point类(浮点),1,adapter,2,13X-03,planned,几何数据
P1-0109,M03,android.graphics,Rect,Rect,constructor,P1,1,创建矩形区域,Rect类,1,adapter,2,13X-03,planned,几何数据
P1-0110,M03,android.graphics,RectF,RectF,constructor,P1,1,创建浮点矩形区域,Rect类(浮点),1,adapter,2,13X-03,planned,几何数据
P1-0111,M03,android.graphics.drawable,AdaptiveIconDrawable,<init>,ctor,P1,,AdaptiveIconDrawable 构造函数,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0112,M03,android.graphics.drawable,AdaptiveIconDrawable,<init>,ctor,P1,,AdaptiveIconDrawable 构造函数,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0113,M03,android.graphics.drawable,AdaptiveIconDrawable,draw,method,P1,,绘制,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0114,M03,android.graphics.drawable,AdaptiveIconDrawable,getBackground,method,P1,,获取Background,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0115,M03,android.graphics.drawable,AdaptiveIconDrawable,getExtraInsetFraction,method,P1,,获取ExtraInsetFraction,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0116,M03,android.graphics.drawable,AdaptiveIconDrawable,getForeground,method,P1,,获取Foreground,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0117,M03,android.graphics.drawable,AdaptiveIconDrawable,getIconMask,method,P1,,获取IconMask,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0118,M03,android.graphics.drawable,AdaptiveIconDrawable,getMonochrome,method,P1,,获取Monochrome,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0119,M03,android.graphics.drawable,AdaptiveIconDrawable,getOpacity,method,P1,,获取Opacity,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0120,M03,android.graphics.drawable,AdaptiveIconDrawable,invalidateDrawable,method,P1,,AdaptiveIconDrawable.invalidateDrawable(),drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0121,M03,android.graphics.drawable,AdaptiveIconDrawable,scheduleDrawable,method,P1,,AdaptiveIconDrawable.scheduleDrawable(),drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0122,M03,android.graphics.drawable,AdaptiveIconDrawable,setAlpha,method,P1,,设置Alpha,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0123,M03,android.graphics.drawable,AdaptiveIconDrawable,setColorFilter,method,P1,,设置ColorFilter,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0124,M03,android.graphics.drawable,AdaptiveIconDrawable,setDither,method,P1,,设置Dither,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0125,M03,android.graphics.drawable,AdaptiveIconDrawable,setOpacity,method,P1,,设置Opacity,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0126,M03,android.graphics.drawable,AdaptiveIconDrawable,unscheduleDrawable,method,P1,,AdaptiveIconDrawable.unscheduleDrawable(),drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0127,M03,android.graphics.drawable,Animatable,isRunning,method,P1,,判断是否Running,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0128,M03,android.graphics.drawable,Animatable,start,method,P1,,启动,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0129,M03,android.graphics.drawable,Animatable,stop,method,P1,,停止,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0130,M03,android.graphics.drawable,Animatable2,clearAnimationCallbacks,method,P1,,Animatable2.clearAnimationCallbacks(),drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0131,M03,android.graphics.drawable,Animatable2,registerAnimationCallback,method,P1,,Animatable2.registerAnimationCallback(),drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0132,M03,android.graphics.drawable,Animatable2,unregisterAnimationCallback,method,P1,,Animatable2.unregisterAnimationCallback(),drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0133,M03,android.graphics.drawable,ColorDrawable,ColorDrawable,constructor,P1,1,创建纯色Drawable,ColorDrawable适配,1,adapter,2,13X-03,planned,纯色背景
P1-0134,M03,android.graphics.drawable,Drawable,draw,method,P1,1,绘制Drawable对象,DrawableDescriptor绘制,2,adapter,4,13X-03,planned,可绘制对象
P1-0135,M03,android.graphics.drawable,Drawable,setBounds,method,P1,1,设置Drawable绘制范围,DrawableDescriptor.setBounds(),2,adapter,4,13X-03,planned,绘制范围
P1-0136,M03,android.graphics.drawable.shapes,ArcShape,<init>,ctor,P1,,ArcShape 构造函数,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0137,M03,android.graphics.drawable.shapes,ArcShape,getStartAngle,method,P1,,获取StartAngle,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0138,M03,android.graphics.drawable.shapes,ArcShape,getSweepAngle,method,P1,,获取SweepAngle,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0139,M03,android.graphics.drawable.shapes,OvalShape,<init>,ctor,P1,,OvalShape 构造函数,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0140,M03,android.graphics.drawable.shapes,PathShape,<init>,ctor,P1,,PathShape 构造函数,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0141,M03,android.graphics.drawable.shapes,PathShape,draw,method,P1,,绘制,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0142,M03,android.graphics.drawable.shapes,RectShape,<init>,ctor,P1,,RectShape 构造函数,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0143,M03,android.graphics.drawable.shapes,RectShape,draw,method,P1,,绘制,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0144,M03,android.graphics.drawable.shapes,RectShape,rect,method,P1,,RectShape.rect(),drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
P1-0145,M03,android.graphics.drawable.shapes,RoundRectShape,<init>,ctor,P1,,RoundRectShape 构造函数,drawing/Canvas 绘制,2,adapter,,13X-03,auto-filled,
